Symbol,Price,Type,Description,Quantity,Commission,Amount,Date
"GOOG250815C00175000","13.70","Trade","GOOG Aug 15, 2025 $175.00 Call",-2,"0.00","2739.74","Jul 18, 2025"
"AMZN260116C00210000","30.68","Trade","AMZN Jan 16, 2026 $210.00 Call",1,"0.00","-3068.12","Jul 18, 2025"
"PLTR250919P00160000","18.51","Trade","PLTR Sep 19, 2025 $160.00 Put",3,"0.00","-5553.35","Jul 18, 2025"
"COIN260116P00260000","10.37","Trade","COIN Jan 16, 2026 $260.00 Put",1,"0.00","-1037.12","Jul 18, 2025"
"COIN260116P00260000","10.50","Trade","COIN Jan 16, 2026 $260.00 Put",1,"0.00","-1050.12","Jul 18, 2025"
"META250815C00695000","33.82","Trade","META Aug 15, 2025 $695.00 Call",-1,"0.00","3381.87","Jul 18, 2025"
"SE250815C00165000","12.60","Trade","SE Aug 15, 2025 $165.00 Call",-2,"0.00","2519.76","Jul 18, 2025"
"QQQ251017P00570000","22.10","Trade","QQQ Oct 17, 2025 $570.00 Put",2,"0.00","-4420.23","Jul 18, 2025"
"SMCI250815C00047000","8.00","Trade","SMCI Aug 15, 2025 $47.00 Call",-2,"0.00","1599.76","Jul 18, 2025"
"GOOG250815C00175000","14.15","Trade","GOOG Aug 15, 2025 $175.00 Call",-2,"0.00","2829.74","Jul 18, 2025"
"TSLA251017C00330000","35.77","Trade","TSLA Oct 17, 2025 $330.00 Call",1,"0.00","-3577.12","Jul 18, 2025"
"AMZN250815C00215000","14.35","Trade","AMZN Aug 15, 2025 $215.00 Call",-2,"0.00","2869.74","Jul 18, 2025"
"AAPL250815P00215000","8.78","Trade","AAPL Aug 15, 2025 $215.00 Put",1,"0.00","-878.12","Jul 18, 2025"
"UNH260116P00220000","9.69","Trade","UNH Jan 16, 2026 $220.00 Put",1,"0.00","-969.12","Jul 18, 2025"
"QQQ251017P00570000","22.07","Trade","QQQ Oct 17, 2025 $570.00 Put",2,"0.00","-4414.24","Jul 18, 2025"
"SMCI250815C00046000","8.46","Trade","SMCI Aug 15, 2025 $46.00 Call",-1,"0.00","845.87","Jul 18, 2025"
"COIN260116C00500000","52.31","Trade","COIN Jan 16, 2026 $500.00 Call",1,"0.00","-5231.12","Jul 18, 2025"
"MMM250815C00145000","10.75","Trade","MMM Aug 15, 2025 $145.00 Call",-1,"0.00","1074.87","Jul 18, 2025"
"QQQ250725P00560000","3.29","Trade","QQQ Jul 25, 2025 $560.00 Put",-5,"0.00","1644.37","Jul 18, 2025"
"TSLA251017P00300000","19.85","Trade","TSLA Oct 17, 2025 $300.00 Put",1,"0.00","-1985.12","Jul 18, 2025"
"TSLA251017P00265000","9.20","Trade","TSLA Oct 17, 2025 $265.00 Put",1,"0.00","-920.12","Jul 18, 2025"
"PLTR250815C00150000","13.20","Trade","PLTR Aug 15, 2025 $150.00 Call",1,"0.00","-1320.12","Jul 18, 2025"
"AAPL250815P00215000","8.75","Trade","AAPL Aug 15, 2025 $215.00 Put",1,"0.00","-875.12","Jul 18, 2025"
"UNH260116P00220000","9.65","Trade","UNH Jan 16, 2026 $220.00 Put",1,"0.00","-965.12","Jul 18, 2025"
"AAPL250919C00210000","10.55","Trade","AAPL Sep 19, 2025 $210.00 Call",-4,"0.00","4219.52","Jul 18, 2025"
"QBTS250815C00016000","3.50","Trade","QBTS Aug 15, 2025 $16.00 Call",-4,"0.00","1399.54","Jul 18, 2025"
"NFLX260116C01520000","26.70","Trade","NFLX Jan 16, 2026 $1,520.00 Call",-1,"0.00","2669.87","Jul 18, 2025"
"BABA251017C00115000","12.58","Trade","BABA Oct 17, 2025 $115.00 Call",3,"0.00","-3774.35","Jul 18, 2025"
"BABA250815C00110000","12.40","Trade","BABA Aug 15, 2025 $110.00 Call",-2,"0.00","2479.74","Jul 18, 2025"
"TSLA251017P00265000","9.10","Trade","TSLA Oct 17, 2025 $265.00 Put",1,"0.00","-910.12","Jul 18, 2025"
"PLTR250815C00150000","13.20","Trade","PLTR Aug 15, 2025 $150.00 Call",1,"0.00","-1320.12","Jul 18, 2025"
"META250725C00707500","6.90","Trade","META Jul 25, 2025 $707.50 Call",-2,"0.00","1379.76","Jul 18, 2025"
"QBTS250815C00016000","3.55","Trade","QBTS Aug 15, 2025 $16.00 Call",-3,"0.00","1064.61","Jul 18, 2025"
"JD250919C00033000","2.92","Trade","JD Sep 19, 2025 $33.00 Call",-5,"0.00","1459.43","Jul 18, 2025"
"MMM250815C00145000","10.75","Trade","MMM Aug 15, 2025 $145.00 Call",-1,"0.00","1074.87","Jul 18, 2025"
"MMM250815C00145000","10.88","Trade","MMM Aug 15, 2025 $145.00 Call",-1,"0.00","1087.87","Jul 18, 2025"
"META250725P00685000","4.95","Trade","META Jul 25, 2025 $685.00 Put",-2,"0.00","989.74","Jul 18, 2025"
"SE250815C00165000","12.60","Trade","SE Aug 15, 2025 $165.00 Call",-2,"0.00","2519.76","Jul 18, 2025"
"COIN250815C00400000","56.22","Trade","COIN Aug 15, 2025 $400.00 Call",-2,"0.00","11243.76","Jul 18, 2025"
"QQQ251017P00570000","22.04","Trade","QQQ Oct 17, 2025 $570.00 Put",2,"0.00","-4408.24","Jul 18, 2025"
"SMCI250815P00032000","0.16","Trade","SMCI Aug 15, 2025 $32.00 Put",10,"0.00","-161.12","Jul 18, 2025"
"AAPL251017C00200000","19.25","Trade","AAPL Oct 17, 2025 $200.00 Call",2,"0.00","-3850.23","Jul 18, 2025"
"GOOG260116C00190000","16.00","Trade","GOOG Jan 16, 2026 $190.00 Call",2,"0.00","-3200.23","Jul 18, 2025"
"COIN250829C00420000","34.96","Trade","COIN Aug 29, 2025 $420.00 Call",8,"0.00","-27968.89","Jul 18, 2025"
"UNH250919C00310000","11.85","Trade","UNH Sep 19, 2025 $310.00 Call",-2,"0.00","2369.76","Jul 18, 2025"
"AAPL251017C00200000","18.98","Trade","AAPL Oct 17, 2025 $200.00 Call",2,"0.00","-3796.24","Jul 18, 2025"
"OMC250718C00067500","3.72","Trade","OMC Jul 18, 2025 $67.50 Call",5,"0.00","-1860.56","Jul 18, 2025"
"NVDA251017C00170000","15.55","Trade","NVDA Oct 17, 2025 $170.00 Call",-1,"0.00","1554.87","Jul 18, 2025"
"UNH250919C00310000","10.51","Trade","UNH Sep 19, 2025 $310.00 Call",-2,"0.00","2101.74","Jul 18, 2025"
"UNH260116C00280000","37.20","Trade","UNH Jan 16, 2026 $280.00 Call",1,"0.00","-3720.12","Jul 18, 2025"
"GOOG260116C00190000","16.00","Trade","GOOG Jan 16, 2026 $190.00 Call",2,"0.00","-3200.24","Jul 18, 2025"
"AAPL251017C00200000","19.25","Trade","AAPL Oct 17, 2025 $200.00 Call",2,"0.00","-3850.23","Jul 18, 2025"
"UNH260116C00280000","37.30","Trade","UNH Jan 16, 2026 $280.00 Call",1,"0.00","-3730.12","Jul 18, 2025"
"AAPL251017C00200000","18.85","Trade","AAPL Oct 17, 2025 $200.00 Call",2,"0.00","-3770.24","Jul 18, 2025"
"SLV260116C00030000","5.56","Trade","SLV Jan 16, 2026 $30.00 Call",-6,"0.00","3335.30","Jul 18, 2025"
"AAPL251017C00200000","18.90","Trade","AAPL Oct 17, 2025 $200.00 Call",2,"0.00","-3780.23","Jul 18, 2025"
"RIVN260116C00012500","2.95","Trade","RIVN Jan 16, 2026 $12.50 Call",20,"0.00","-5902.22","Jul 18, 2025"
"NVDA251017C00170000","15.55","Trade","NVDA Oct 17, 2025 $170.00 Call",-1,"0.00","1554.87","Jul 18, 2025"
"UNH250919C00310000","10.54","Trade","UNH Sep 19, 2025 $310.00 Call",-2,"0.00","2107.76","Jul 18, 2025"
"GOOG260116C00190000","16.03","Trade","GOOG Jan 16, 2026 $190.00 Call",2,"0.00","-3206.24","Jul 18, 2025"
"UNH260116C00280000","36.85","Trade","UNH Jan 16, 2026 $280.00 Call",1,"0.00","-3685.12","Jul 18, 2025"
"AAPL251017C00200000","19.25","Trade","AAPL Oct 17, 2025 $200.00 Call",2,"0.00","-3850.24","Jul 18, 2025"
"BABA251017C00115000","12.50","Trade","BABA Oct 17, 2025 $115.00 Call",3,"0.00","-3750.35","Jul 18, 2025"
"BABA250919P00125000","10.35","Trade","BABA Sep 19, 2025 $125.00 Put",1,"0.00","-1035.12","Jul 18, 2025"
"TSLA251017C00320000","40.45","Trade","TSLA Oct 17, 2025 $320.00 Call",1,"0.00","-4045.12","Jul 18, 2025"
"AMZN250815C00220000","10.80","Trade","AMZN Aug 15, 2025 $220.00 Call",-2,"0.00","2159.74","Jul 18, 2025"
"AAPL250815P00215000","8.65","Trade","AAPL Aug 15, 2025 $215.00 Put",1,"0.00","-865.12","Jul 18, 2025"
"SE250815C00155000","19.60","Trade","SE Aug 15, 2025 $155.00 Call",-1,"0.00","1959.87","Jul 18, 2025"
"AMC250815C00002000","1.57","Trade","AMC Aug 15, 2025 $2.00 Call",-9,"0.00","1411.96","Jul 18, 2025"
"GOOG250815C00175000","14.25","Trade","GOOG Aug 15, 2025 $175.00 Call",-2,"0.00","2849.76","Jul 18, 2025"
"BABA251017C00115000","12.55","Trade","BABA Oct 17, 2025 $115.00 Call",3,"0.00","-3765.35","Jul 18, 2025"
"QQQ250725P00560000","3.39","Trade","QQQ Jul 25, 2025 $560.00 Put",-5,"0.00","1694.43","Jul 18, 2025"
"COIN250829C00370000","61.83","Trade","COIN Aug 29, 2025 $370.00 Call",-4,"0.00","24731.54","Jul 18, 2025"
"QBTS250815C00016000","3.50","Trade","QBTS Aug 15, 2025 $16.00 Call",-4,"0.00","1399.54","Jul 18, 2025"
"COIN260116C00500000","52.06","Trade","COIN Jan 16, 2026 $500.00 Call",1,"0.00","-5206.12","Jul 18, 2025"
"COIN250725P00402500","3.05","Trade","COIN Jul 25, 2025 $402.50 Put",-1,"0.00","304.87","Jul 18, 2025"
"TSLA251017C00330000","35.74","Trade","TSLA Oct 17, 2025 $330.00 Call",1,"0.00","-3574.12","Jul 18, 2025"
"AMZN260116C00210000","31.00","Trade","AMZN Jan 16, 2026 $210.00 Call",1,"0.00","-3100.12","Jul 18, 2025"
"PLTR250815C00150000","13.19","Trade","PLTR Aug 15, 2025 $150.00 Call",1,"0.00","-1319.12","Jul 18, 2025"
"META250725C00707500","6.90","Trade","META Jul 25, 2025 $707.50 Call",-2,"0.00","1379.76","Jul 18, 2025"
"UNH260116P00220000","9.64","Trade","UNH Jan 16, 2026 $220.00 Put",1,"0.00","-964.12","Jul 18, 2025"
"JD250919C00033000","2.92","Trade","JD Sep 19, 2025 $33.00 Call",-5,"0.00","1459.39","Jul 18, 2025"
"AAPL250725P00212500","4.00","Trade","AAPL Jul 25, 2025 $212.50 Put",-1,"0.00","399.87","Jul 18, 2025"
"TTD250815C00075000","9.15","Trade","TTD Aug 15, 2025 $75.00 Call",-1,"0.00","914.87","Jul 18, 2025"
"COIN250815C00400000","52.30","Trade","COIN Aug 15, 2025 $400.00 Call",-2,"0.00","10459.76","Jul 18, 2025"
"COIN250815C00400000","51.95","Trade","COIN Aug 15, 2025 $400.00 Call",-2,"0.00","10389.76","Jul 18, 2025"
"AMC250815C00002000","1.51","Trade","AMC Aug 15, 2025 $2.00 Call",-10,"0.00","1508.84","Jul 18, 2025"
"COIN260116C00500000","51.48","Trade","COIN Jan 16, 2026 $500.00 Call",1,"0.00","-5148.12","Jul 18, 2025"
"BABA250815C00105000","17.16","Trade","BABA Aug 15, 2025 $105.00 Call",-2,"0.00","3431.74","Jul 18, 2025"
"AMZN250725P00227500","5.27","Trade","AMZN Jul 25, 2025 $227.50 Put",-1,"0.00","526.87","Jul 18, 2025"
"BABA250919P00125000","10.32","Trade","BABA Sep 19, 2025 $125.00 Put",1,"0.00","-1032.12","Jul 18, 2025"
"TSLA251017P00300000","19.57","Trade","TSLA Oct 17, 2025 $300.00 Put",1,"0.00","-1957.12","Jul 18, 2025"
"COIN250725P00400000","2.83","Trade","COIN Jul 25, 2025 $400.00 Put",-1,"0.00","282.87","Jul 18, 2025"
"AMZN260116C00210000","30.98","Trade","AMZN Jan 16, 2026 $210.00 Call",1,"0.00","-3098.12","Jul 18, 2025"
"QQQ250721C00559000","2.97","Trade","QQQ Jul 21, 2025 $559.00 Call",-2,"0.00","593.74","Jul 18, 2025"
"QQQ250721C00559000","2.98","Trade","QQQ Jul 21, 2025 $559.00 Call",-2,"0.00","595.74","Jul 18, 2025"
"QQQ250721C00559000","2.92","Trade","QQQ Jul 21, 2025 $559.00 Call",-2,"0.00","583.74","Jul 18, 2025"
"AMZN250815C00215000","14.40","Trade","AMZN Aug 15, 2025 $215.00 Call",-2,"0.00","2879.74","Jul 18, 2025"
"TTD250815C00075000","9.15","Trade","TTD Aug 15, 2025 $75.00 Call",-1,"0.00","914.87","Jul 18, 2025"
"AAPL250725P00212500","3.25","Trade","AAPL Jul 25, 2025 $212.50 Put",-1,"0.00","324.87","Jul 18, 2025"
"SMCI250815C00046000","8.54","Trade","SMCI Aug 15, 2025 $46.00 Call",-2,"0.00","1707.74","Jul 18, 2025"
"LLY250919C00900000","11.60","Trade","LLY Sep 19, 2025 $900.00 Call",-1,"0.00","1159.87","Jul 17, 2025"
"MMM250815C00145000","15.73","Trade","MMM Aug 15, 2025 $145.00 Call",1,"0.00","-1573.12","Jul 17, 2025"
"QQQ250725P00560000","4.23","Trade","QQQ Jul 25, 2025 $560.00 Put",6,"0.00","-2538.68","Jul 17, 2025"
"QQQ250721C00559000","4.41","Trade","QQQ Jul 21, 2025 $559.00 Call",2,"0.00","-882.24","Jul 17, 2025"
"AMD250815C00145000","18.29","Trade","AMD Aug 15, 2025 $145.00 Call",-1,"0.00","1828.87","Jul 17, 2025"
"LCID260116C00005500","0.27","Trade","LCID Jan 16, 2026 $5.50 Call",20,"0.00","-542.23","Jul 17, 2025"
"TTD250815C00075000","11.00","Trade","TTD Aug 15, 2025 $75.00 Call",-1,"0.00","1099.87","Jul 17, 2025"
"UNH250919C00310000","12.95","Trade","UNH Sep 19, 2025 $310.00 Call",1,"0.00","-1295.12","Jul 17, 2025"
"NVDA251017C00170000","16.60","Trade","NVDA Oct 17, 2025 $170.00 Call",1,"0.00","-1660.12","Jul 17, 2025"
"MMM250815C00145000","15.80","Trade","MMM Aug 15, 2025 $145.00 Call",1,"0.00","-1580.12","Jul 17, 2025"
"COIN250725P00380000","3.80","Trade","COIN Jul 25, 2025 $380.00 Put",-1,"0.00","379.87","Jul 17, 2025"
"OKLO250815C00050000","18.35","Trade","OKLO Aug 15, 2025 $50.00 Call",-1,"0.00","1834.87","Jul 17, 2025"
"AMC250815C00002000","1.50","Trade","AMC Aug 15, 2025 $2.00 Call",10,"0.00","-1501.12","Jul 17, 2025"
"AMC250815C00002000","1.48","Trade","AMC Aug 15, 2025 $2.00 Call",9,"0.00","-1333.01","Jul 17, 2025"
"BAC250718C00045000","0.76","Trade","BAC Jul 18, 2025 $45.00 Call",10,"0.00","-756.13","Jul 17, 2025"
"AMD251017C00160000","15.25","Trade","AMD Oct 17, 2025 $160.00 Call",1,"0.00","-1525.12","Jul 17, 2025"
"OKLO250815C00050000","18.10","Trade","OKLO Aug 15, 2025 $50.00 Call",-1,"0.00","1809.87","Jul 17, 2025"
"LCID260116C00005500","0.30","Trade","LCID Jan 16, 2026 $5.50 Call",80,"0.00","-2408.90","Jul 17, 2025"
"QQQ250725P00560000","4.33","Trade","QQQ Jul 25, 2025 $560.00 Put",2,"0.00","-866.23","Jul 17, 2025"
"COIN250725P00400000","9.85","Trade","COIN Jul 25, 2025 $400.00 Put",1,"0.00","-985.12","Jul 17, 2025"
"TSLA250815C00310000","24.45","Trade","TSLA Aug 15, 2025 $310.00 Call",-2,"0.00","4889.76","Jul 17, 2025"
"TSLA250815C00310000","24.45","Trade","TSLA Aug 15, 2025 $310.00 Call",-2,"0.00","4889.76","Jul 17, 2025"
"QQQ250725P00560000","3.98","Trade","QQQ Jul 25, 2025 $560.00 Put",1,"0.00","-398.12","Jul 17, 2025"
"QQQ250721C00559000","4.43","Trade","QQQ Jul 21, 2025 $559.00 Call",2,"0.00","-886.24","Jul 17, 2025"
"COIN250725P00372500","2.32","Trade","COIN Jul 25, 2025 $372.50 Put",-1,"0.00","231.87","Jul 17, 2025"
"TSLA251017C00330000","30.25","Trade","TSLA Oct 17, 2025 $330.00 Call",1,"0.00","-3025.12","Jul 17, 2025"
"COIN250725P00380000","3.85","Trade","COIN Jul 25, 2025 $380.00 Put",-1,"0.00","384.87","Jul 17, 2025"
"TSLA250725C00330000","8.44","Trade","TSLA Jul 25, 2025 $330.00 Call",-1,"0.00","843.87","Jul 17, 2025"
"QBTS250815C00016000","4.40","Trade","QBTS Aug 15, 2025 $16.00 Call",-2,"0.00","879.76","Jul 17, 2025"
"LLY250919C00900000","11.60","Trade","LLY Sep 19, 2025 $900.00 Call",-1,"0.00","1159.87","Jul 17, 2025"
"BAC250718C00047000","0.02","Trade","BAC Jul 18, 2025 $47.00 Call",-5,"0.00","9.42","Jul 17, 2025"
"QQQ250721C00559000","4.41","Trade","QQQ Jul 21, 2025 $559.00 Call",2,"0.00","-882.23","Jul 17, 2025"
"JD250919C00033000","2.42","Trade","JD Sep 19, 2025 $33.00 Call",10,"0.00","-2417.13","Jul 17, 2025"
"AMC250815C00002000","1.49","Trade","AMC Aug 15, 2025 $2.00 Call",9,"0.00","-1342.01","Jul 17, 2025"
"COIN250725P00402500","10.35","Trade","COIN Jul 25, 2025 $402.50 Put",1,"0.00","-1035.12","Jul 17, 2025"
"NVDA250815C00155000","20.41","Trade","NVDA Aug 15, 2025 $155.00 Call",-1,"0.00","2040.87","Jul 17, 2025"
"QQQ250725P00560000","4.34","Trade","QQQ Jul 25, 2025 $560.00 Put",2,"0.00","-867.24","Jul 17, 2025"
"TTD250815C00075000","10.95","Trade","TTD Aug 15, 2025 $75.00 Call",-1,"0.00","1094.87","Jul 17, 2025"
"QBTS250815C00016000","3.66","Trade","QBTS Aug 15, 2025 $16.00 Call",-2,"0.00","731.74","Jul 17, 2025"
"UNH250919C00310000","13.30","Trade","UNH Sep 19, 2025 $310.00 Call",1,"0.00","-1330.12","Jul 17, 2025"
"AMD251017C00160000","15.21","Trade","AMD Oct 17, 2025 $160.00 Call",1,"0.00","-1521.12","Jul 17, 2025"
"OKLO250815C00050000","18.15","Trade","OKLO Aug 15, 2025 $50.00 Call",-1,"0.00","1814.87","Jul 17, 2025"
"JD250919C00033000","2.42","Trade","JD Sep 19, 2025 $33.00 Call",10,"0.00","-2421.12","Jul 17, 2025"
"BAC250718C00048000","0.01","Trade","BAC Jul 18, 2025 $48.00 Call",-5,"0.00","4.42","Jul 17, 2025"
"NVDA250815C00155000","20.35","Trade","NVDA Aug 15, 2025 $155.00 Call",-1,"0.00","2034.87","Jul 17, 2025"
"MMM250815C00145000","15.91","Trade","MMM Aug 15, 2025 $145.00 Call",1,"0.00","-1591.12","Jul 17, 2025"
"QQQ250725P00560000","4.20","Trade","QQQ Jul 25, 2025 $560.00 Put",3,"0.00","-1260.35","Jul 17, 2025"
"TSLA251017C00330000","30.25","Trade","TSLA Oct 17, 2025 $330.00 Call",1,"0.00","-3025.12","Jul 17, 2025"
"COIN250725P00400000","9.85","Trade","COIN Jul 25, 2025 $400.00 Put",1,"0.00","-985.12","Jul 17, 2025"
"AMZN250815C00220000","11.20","Trade","AMZN Aug 15, 2025 $220.00 Call",2,"0.00","-2240.24","Jul 17, 2025"
"AAPL250919C00210000","10.79","Trade","AAPL Sep 19, 2025 $210.00 Call",-1,"0.00","1078.87","Jul 17, 2025"
"QBTS250815C00016000","4.50","Trade","QBTS Aug 15, 2025 $16.00 Call",-1,"0.00","449.87","Jul 17, 2025"
"NVDA251017C00170000","16.60","Trade","NVDA Oct 17, 2025 $170.00 Call",1,"0.00","-1660.12","Jul 17, 2025"
"TSLA250718P00322500","5.27","Trade","TSLA Jul 18, 2025 $322.50 Put",-1,"0.00","526.87","Jul 17, 2025"
"QBTS250815C00016000","3.67","Trade","QBTS Aug 15, 2025 $16.00 Call",-2,"0.00","733.76","Jul 17, 2025"
"QBTS250815C00016000","4.50","Trade","QBTS Aug 15, 2025 $16.00 Call",-2,"0.00","899.76","Jul 17, 2025"
"AMD250919C00190000","4.20","Trade","AMD Sep 19, 2025 $190.00 Call",8,"0.00","-3360.89","Jul 17, 2025"
"QQQ250725P00560000","4.25","Trade","QQQ Jul 25, 2025 $560.00 Put",3,"0.00","-1275.35","Jul 17, 2025"
"AMZN250815C00210000","17.90","Trade","AMZN Aug 15, 2025 $210.00 Call",-2,"0.00","3579.74","Jul 17, 2025"
"AMD250815C00145000","18.28","Trade","AMD Aug 15, 2025 $145.00 Call",-1,"0.00","1827.87","Jul 17, 2025"
"AMC260116C00005500","0.41","Trade","AMC Jan 16, 2026 $5.50 Call",100,"0.00","-4111.11","Jul 17, 2025"
"UNH250919C00310000","12.86","Trade","UNH Sep 19, 2025 $310.00 Call",1,"0.00","-1286.12","Jul 17, 2025"
"TSLA250718P00322500","5.20","Trade","TSLA Jul 18, 2025 $322.50 Put",-1,"0.00","519.87","Jul 17, 2025"
"QBTS250815C00016000","3.70","Trade","QBTS Aug 15, 2025 $16.00 Call",-2,"0.00","739.74","Jul 17, 2025"
"LLY250919C00900000","11.45","Trade","LLY Sep 19, 2025 $900.00 Call",-1,"0.00","1144.87","Jul 17, 2025"
"AAPL250919C00210000","10.78","Trade","AAPL Sep 19, 2025 $210.00 Call",-1,"0.00","1077.87","Jul 17, 2025"
"META250725C00700000","15.15","Trade","META Jul 25, 2025 $700.00 Call",1,"0.00","-1515.12","Jul 16, 2025"
"META250725P00685000","6.60","Trade","META Jul 25, 2025 $685.00 Put",1,"0.00","-660.12","Jul 16, 2025"
"META250725C00707500","11.30","Trade","META Jul 25, 2025 $707.50 Call",1,"0.00","-1130.12","Jul 16, 2025"
"SE250815C00165000","11.40","Trade","SE Aug 15, 2025 $165.00 Call",2,"0.00","-2280.23","Jul 16, 2025"
"QBTS250815C00016000","2.44","Trade","QBTS Aug 15, 2025 $16.00 Call",8,"0.00","-1952.89","Jul 16, 2025"
"SPXW250716C06260000","3.38","Trade","SPXW Jul 16, 2025 $6,260.00 Call",-10,"0.00","3372.84","Jul 16, 2025"
"SE250815C00155000","16.70","Trade","SE Aug 15, 2025 $155.00 Call",-2,"0.00","3339.76","Jul 16, 2025"
"TTD250815C00075000","11.25","Trade","TTD Aug 15, 2025 $75.00 Call",2,"0.00","-2250.23","Jul 16, 2025"
"BAC250718C00045000","0.65","Trade","BAC Jul 18, 2025 $45.00 Call",-5,"0.00","324.42","Jul 16, 2025"
"UNH250919C00310000","15.50","Trade","UNH Sep 19, 2025 $310.00 Call",1,"0.00","-1550.12","Jul 16, 2025"
"BAC250718C00048000","0.02","Trade","BAC Jul 18, 2025 $48.00 Call",5,"0.00","-10.56","Jul 16, 2025"
"AAPL260116C00210000","18.55","Trade","AAPL Jan 16, 2026 $210.00 Call",-1,"0.00","1854.87","Jul 16, 2025"
"META250725C00707500","11.35","Trade","META Jul 25, 2025 $707.50 Call",1,"0.00","-1135.12","Jul 16, 2025"
"QBTS250815C00016000","2.44","Trade","QBTS Aug 15, 2025 $16.00 Call",8,"0.00","-1952.90","Jul 16, 2025"
"TTD250919C00070000","15.35","Trade","TTD Sep 19, 2025 $70.00 Call",-2,"0.00","3069.76","Jul 16, 2025"
"TSLA250718P00322500","5.15","Trade","TSLA Jul 18, 2025 $322.50 Put",1,"0.00","-515.12","Jul 16, 2025"
"SE250815C00155000","16.70","Trade","SE Aug 15, 2025 $155.00 Call",-2,"0.00","3339.76","Jul 16, 2025"
"COIN250815C00400000","34.16","Trade","COIN Aug 15, 2025 $400.00 Call",2,"0.00","-6832.24","Jul 16, 2025"
"META250718P00720000","17.25","Trade","META Jul 18, 2025 $720.00 Put",-1,"0.00","1724.87","Jul 16, 2025"
"SPXW250716C06265000","2.33","Trade","SPXW Jul 16, 2025 $6,265.00 Call",10,"7.00","-2344.16","Jul 16, 2025"
"LLY250919C00900000","18.45","Trade","LLY Sep 19, 2025 $900.00 Call",1,"0.00","-1845.12","Jul 16, 2025"
"BABA250815C00110000","8.86","Trade","BABA Aug 15, 2025 $110.00 Call",-1,"0.00","885.87","Jul 16, 2025"
"CRCL250919P00145000","4.26","Trade","CRCL Sep 19, 2025 $145.00 Put",1,"0.00","-426.12","Jul 16, 2025"
"QBTS250815C00016000","2.62","Trade","QBTS Aug 15, 2025 $16.00 Call",6,"0.00","-1572.68","Jul 16, 2025"
"AMD250815C00135000","24.89","Trade","AMD Aug 15, 2025 $135.00 Call",-1,"0.00","2488.87","Jul 16, 2025"
"CRCL250919P00225000","33.67","Trade","CRCL Sep 19, 2025 $225.00 Put",1,"0.00","-3367.12","Jul 16, 2025"
"SPXW250716C06265000","2.52","Trade","SPXW Jul 16, 2025 $6,265.00 Call",-10,"0.00","2512.88","Jul 16, 2025"
"UNH250919C00310000","15.50","Trade","UNH Sep 19, 2025 $310.00 Call",1,"0.00","-1550.12","Jul 16, 2025"
"UNH250919C00310000","15.31","Trade","UNH Sep 19, 2025 $310.00 Call",1,"0.00","-1531.12","Jul 16, 2025"
"LLY250919C00900000","18.10","Trade","LLY Sep 19, 2025 $900.00 Call",1,"0.00","-1810.12","Jul 16, 2025"
"AAPL260116C00210000","18.70","Trade","AAPL Jan 16, 2026 $210.00 Call",-1,"0.00","1869.87","Jul 16, 2025"
"META250725P00685000","6.54","Trade","META Jul 25, 2025 $685.00 Put",1,"0.00","-654.12","Jul 16, 2025"
"META250725P00685000","5.85","Trade","META Jul 25, 2025 $685.00 Put",1,"0.00","-585.12","Jul 16, 2025"
"META250718P00720000","17.36","Trade","META Jul 18, 2025 $720.00 Put",-1,"0.00","1735.87","Jul 16, 2025"
"COIN250815C00400000","34.15","Trade","COIN Aug 15, 2025 $400.00 Call",2,"0.00","-6830.24","Jul 16, 2025"
"AAPL260116C00210000","18.71","Trade","AAPL Jan 16, 2026 $210.00 Call",-1,"0.00","1870.87","Jul 16, 2025"
"QQQ250725P00560000","7.67","Trade","QQQ Jul 25, 2025 $560.00 Put",-1,"0.00","766.87","Jul 16, 2025"
"TSLA250725C00330000","10.80","Trade","TSLA Jul 25, 2025 $330.00 Call",1,"0.00","-1080.12","Jul 16, 2025"
"AMD250815C00135000","24.88","Trade","AMD Aug 15, 2025 $135.00 Call",-1,"0.00","2487.87","Jul 16, 2025"
"SE250815C00165000","11.40","Trade","SE Aug 15, 2025 $165.00 Call",2,"0.00","-2280.23","Jul 16, 2025"
"COIN250815C00380000","44.29","Trade","COIN Aug 15, 2025 $380.00 Call",-2,"0.00","8857.76","Jul 16, 2025"
"CRCL250919P00185000","14.34","Trade","CRCL Sep 19, 2025 $185.00 Put",-2,"0.00","2867.76","Jul 16, 2025"
"SPXW250716C06260000","5.02","Trade","SPXW Jul 16, 2025 $6,260.00 Call",10,"7.00","-5034.12","Jul 16, 2025"
"TSLA250815C00310000","26.62","Trade","TSLA Aug 15, 2025 $310.00 Call",1,"0.00","-2662.12","Jul 16, 2025"
"TSLA250815C00310000","26.70","Trade","TSLA Aug 15, 2025 $310.00 Call",1,"0.00","-2670.12","Jul 16, 2025"
"QQQ250725P00560000","7.20","Trade","QQQ Jul 25, 2025 $560.00 Put",-1,"0.00","719.87","Jul 16, 2025"
"BABA250815C00110000","8.85","Trade","BABA Aug 15, 2025 $110.00 Call",-1,"0.00","884.87","Jul 16, 2025"
"QQQ250725P00560000","7.04","Trade","QQQ Jul 25, 2025 $560.00 Put",-1,"0.00","703.87","Jul 16, 2025"
"META250725P00685000","5.80","Trade","META Jul 25, 2025 $685.00 Put",1,"0.00","-580.12","Jul 16, 2025"
